flight,tail_number,long,lat,alt,manufacturer,model,reg_expiration,reg_owner,reg_city,reg_state,squawk,mph,spotted
ASA505,N841VA,-118.515,34.3622,30350,AIRBUS,A320-214,8/31/25,WELLS FARGO TRUST CO NA TRUSTEE,SALT LAKE CITY,UTAH,,504,11/8/22 21:30
SKW3431,N403SY,-118.296,34.7546,23650,EMBRAER S A,ERJ 170-200 LR,7/31/24,SKYWEST AIRLINES INC,ST GEORGE,UTAH,3370,495,11/8/22 21:30
DAL2246,N3749D,-118.662,34.8172,37125,BOEING,737-832,8/31/23,DELTA AIR LINES INC,ATLANTA,GEORGIA,3511,529,11/8/22 21:30
AAL712,N662AW,-117.813,34.2339,28300,AIRBUS INDUSTRIE,A320-232,2/29/24,US BANK NATIONAL ASSOCIATION TRUSTEE,BOSTON,MASSACHUSETTS,1553,460,11/8/22 21:30
N954SP,N954SP,-118.262,34.5874,9725,BOMBARDIER INC,BD-700-1A10,3/31/24,TVPX AIRCRAFT SOLUTIONS INC TRUSTEE,NORTH SALT LAKE,UTAH,1116,331,11/8/22 21:30
UPS983,N261UP,-118.201,34.727,23875,MCDONNELL DOUGLAS,MD-11F,2/28/26,UNITED PARCEL SERVICE CO,LOUISVILLE,KENTUCKY,3551,460,11/8/22 21:40
UPS965,N135UP,-117.792,34.5075,17050,AIRBUS INDUSTRIE,A300 F4-622R,2/29/24,UNITED PARCEL SERVICE CO,LOUISVILLE,KENTUCKY,3247,451,11/8/22 21:40
,N835BZ,-118.122,34.6,10075,BOEING,737-700,5/31/24,JET FORCE V LLC,FRESNO,CALIFORNIA,3647,329,11/8/22 21:50
N95783,N95783,-118.176,34.4484,39375,BOMBARDIER INC,BD-700-1A11,3/31/24,DELAWARE TRUST CO TRUSTEE,WILMINGTON,DELAWARE,3337,578,11/8/22 21:50
SWA1460,N7735A,-118.69,34.5428,40325,BOEING,737-7BD,9/30/24,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,1014,460,11/8/22 22:00
SWA2529,N7832A,-118.725,34.8599,40125,BOEING,737-79P,6/30/24,WILMINGTON TRUST CO TRUSTEE,WILMINGTON,DELAWARE,6745,500,11/8/22 22:00
AAL925,N776XF,-117.728,34.5591,28950,AIRBUS,A319-112,3/31/25,WILMINGTON TRUST CO TRUSTEE,WILMINGTON,DELAWARE,3620,460,11/8/22 22:00
SWA1514,N760SW,-118.078,34.6413,20600,BOEING,737-7H4,12/31/25,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,3313,440,11/8/22 22:10
SKW3392,N174SY,-118.171,34.674,22600,EMBRAER S A,ERJ 170-200 LR,11/30/24,SKYWEST AIRLINES INC,ST GEORGE,UTAH,3304,458,11/8/22 22:20
SWA873,N499WN,-118.279,34.5833,9100,BOEING,737-7H4,9/30/25,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,4606,322,11/8/22 22:20
SWA894,N7860A,-117.505,34.2761,30650,BOEING,737-79P,5/31/23,WILMINGTON TRUST CO TRUSTEE,WILMINGTON,DELAWARE,,460,11/8/22 22:30
JBU358,N709JB,-117.641,34.68,20600,AIRBUS,A320-232,5/31/23,JETBLUE AIRWAYS CORP,LONG ISLAND CITY,NEW YORK,7301,460,11/8/22 22:30
SKW3761,N295SY,-118.329,34.5722,8200,EMBRAER S A,ERJ 170-200 LR,4/30/25,SKYWEST AIRLINES INC,ST GEORGE,UTAH,6072,327,11/8/22 22:30
SWA2574,N8750Q,-118.768,34.8966,35575,BOEING,737-8,5/31/24,UMB BANK NA TRUSTEE,SALT LAKE CITY,UTAH,7244,539,11/8/22 22:30
N363JG,N363JG,-117.868,34.6527,13750,GULFSTREAM AEROSPACE,G-V,10/31/23,IRONGATE AIR LLC,LOS ANGELES,CALIFORNIA,,460,11/8/22 22:50
HAL18,N386HA,-118.243,34.4328,39450,AIRBUS,A330-243,4/30/24,HAWAIIAN AIRLINES INC,HONOLULU,HAWAII,7330,543,11/8/22 23:00
SWA1397,N484WN,-117.705,34.5317,35275,BOEING,737-7H4,8/31/24,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,3241,513,11/8/22 23:20
ASA574,N931AK,-118.433,34.3526,35250,BOEING,737-9,12/31/24,BANK OF UTAH TRUSTEE,SALT LAKE CITY,UTAH,6665,527,11/8/22 23:20
SKW5284,N616UX,-117.776,34.5001,16725,EMBRAER S A,ERJ 170-200 LL,9/30/25,UNITED AIRLINES INC,CHICAGO,ILLINOIS,3225,403,11/8/22 23:30
ATN3324,N239AZ,-118.532,34.7042,31125,BOEING,767-323,10/31/23,CARGO AIRCRAFT MANAGEMENT INC,WILMINGTON,OHIO,7232,529,11/8/22 23:30
VOI950,N518VL,-118.199,34.597,36350,AIRBUS,A320-233,2/28/25,WELLS FARGO TRUST CO NA TRUSTEE,SALT LAKE CITY,UTAH,7241,520,11/8/22 23:40
AMX789,N368AR,-118.608,34.7171,35075,BOEING,737-86J,7/31/25,WELLS FARGO TRUST CO NA TRUSTEE,SALT LAKE CITY,UTAH,3323,516,11/9/22 0:00
UAL412,N1902U,-118.119,34.3452,29100,AIRBUS,A320-232,12/31/23,UNITED AIRLINES INC,CHICAGO,ILLINOIS,3312,495,11/9/22 0:10
VOI951,N518VL,-118.401,34.7978,34375,AIRBUS,A320-233,2/28/25,WELLS FARGO TRUST CO NA TRUSTEE,SALT LAKE CITY,UTAH,3254,513,11/9/22 2:30
UPS834,N458UP,-117.953,34.4906,20200,BOEING,757-24APF,8/31/24,UNITED PARCEL SERVICE CO,LOUISVILLE,KENTUCKY,7325,477,11/9/22 2:50
UPS972,N292UP,-118.227,34.8637,32350,MCDONNELL DOUGLAS,MD-11F,11/30/25,UNITED PARCEL SERVICE CO,LOUISVILLE,KENTUCKY,7306,571,11/9/22 3:10
UPS98,N577UP,-118.475,34.5579,29000,BOEING,747-44AF,5/31/25,UNITED PARCEL SERVICE CO,LOUISVILLE,KENTUCKY,1057,585,11/9/22 3:20
FDX1853,N129FE,-117.773,34.4977,14575,BOEING,767-3S2F,12/31/24,FEDERAL EXPRESS CORP,MEMPHIS,TENNESSEE,3204,417,11/9/22 3:20
UPS962,N295UP,-118.808,34.8978,29825,MCDONNELL DOUGLAS,MD-11F,11/30/25,UNITED PARCEL SERVICE CO,LOUISVILLE,KENTUCKY,7367,566,11/9/22 3:30
UPS954,N171UP,-118.627,34.9686,29750,AIRBUS,A300 F4-622R,2/28/26,UNITED PARCEL SERVICE CO,LOUISVILLE,KENTUCKY,1044,546,11/9/22 3:40
N533GV,N533GV,-118.353,34.5669,7800,GULFSTREAM AEROSPACE,GV-SP (G550),2/29/24,WILMINGTON TRUST CO TRUSTEE,WILMINGTON,DELAWARE,3633,460,11/9/22 4:10
UPS914,N141UP,-117.868,34.6534,13750,AIRBUS INDUSTRIE,A300 F4-622R,2/28/26,UNITED PARCEL SERVICE CO,LOUISVILLE,KENTUCKY,7202,460,11/9/22 4:40
DAL347,N192DN,-117.72,34.5831,37200,BOEING,767-332,8/31/23,DELTA AIR LINES INC,ATLANTA,GEORGIA,2711,520,11/9/22 5:00
SWA2204,N488WN,-117.55,34.7359,32275,BOEING,737-7H4,11/30/24,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,4774,497,11/9/22 5:50
FDX457,N476MC,-117.564,34.6427,37225,BOEING,747-47UF,12/31/23,ATLAS AIR INC,PURCHASE,NEW YORK,2727,573,11/9/22 5:50
SKX5676,N780SK,-117.903,34.6695,30100,BOMBARDIER INC,CL-600-2C10,7/31/23,SKYWEST AIRLINES INC,ST GEORGE,UTAH,7336,511,11/9/22 6:00
UAL1754,N37530,-117.475,34.7694,35200,BOEING,737-9,1/31/24,WILMINGTON TRUST CO TRUSTEE,WILMINGTON,DELAWARE,,460,11/9/22 6:00
SWA1446,N785SW,-117.978,34.6133,40350,BOEING,737-7H4,3/31/25,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,2654,525,11/9/22 6:10
FDX3646,N138FE,-117.653,34.3551,17725,BOEING,767-300F,8/31/25,FEDERAL EXPRESS CORP,MEMPHIS,TENNESSEE,7317,460,11/9/22 6:20
SWA1984,N419WN,-118.391,34.4555,31625,BOEING,737-7H4,6/30/23,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,1014,518,11/9/22 6:20
ASA523,N294AK,-118.526,34.6313,28575,BOEING,737-900ER,10/31/24,ALASKA AIRLINES INC,SEATAC,WASHINGTON,7277,488,11/9/22 6:20
SWA2226,N965WN,-118.073,34.7291,40300,BOEING,737-7H4,10/31/23,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,2642,525,11/9/22 6:20
N851GW,N851GW,-118.351,34.5116,17800,PILATUS AIRCRAFT LTD,PC-12/47E,6/30/25,TVPX AIRCRAFT SOLTIONS INC TRUSTEE,NORTH SALT LAKE,UTAH,7307,308,11/9/22 6:30
SKW3500,N300SY,-118.18,34.7917,23625,EMBRAER S A,ERJ 170-200 LL,12/31/25,SKYWEST AIRLINES INC,ST GEORGE,UTAH,1060,442,11/9/22 6:30
SWA1984,N419WN,-119.111,35.0404,36225,BOEING,737-7H4,6/30/23,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,,497,11/9/22 6:30
UPS2985,N443UP,-118.059,34.6333,20425,BOEING,757-24APF,11/30/24,UNITED PARCEL SERVICE CO,LOUISVILLE,KENTUCKY,6635,486,11/9/22 6:40
OKC436,N436FL,-117.98,34.4709,23200,RAYTHEON AIRCRAFT COMPANY,400A,6/30/24,FLIGHT OPTIONS LLC,CLEVELAND,OHIO,6766,384,11/9/22 6:50
SKW4950,N748EV,-118.122,34.6729,22150,BOMBARDIER INC,CL-600-2C10,12/31/24,SKYWEST AIRLINES INC,ST GEORGE,UTAH,2013,479,11/9/22 6:50
ASA1446,N915AK,-118.586,34.4449,38400,BOEING,737-9,4/30/24,ALASKA AIRLINES INC,SEATTLE,WASHINGTON,6777,527,11/9/22 7:00
N700FJ,N700FJ,-117.775,34.6144,23350,GULFSTREAM AEROSPACE,G-IV,4/30/23,BIZAV AIRCRAFT MANAGEMENT LLC,FORT LAUDERDALE,FLORIDA,1020,483,11/9/22 7:00
EJA234,N234QS,-117.818,34.6573,35850,BOMBARDIER INC,CL-600-2B16,3/31/25,NETJETS SALES INC,OKLAHOMA CITY,OKLAHOMA,2064,520,11/9/22 7:00
AAL459,N407AN,-117.832,34.4616,31300,AIRBUS,A321-253NX,10/31/25,BANK OF UTAH TRUSTEE,SALT LAKE CITY,UTAH,3566,520,11/9/22 7:00
AAL1024,N660AW,-117.519,34.4685,29275,AIRBUS INDUSTRIE,A320-232,2/29/24,US BANK NA TRUSTEE,BOSTON,MASSACHUSETTS,3357,534,11/9/22 7:00
HGT5214,N286CH,-117.787,34.5653,34225,EMBRAER,EMB-145XR,11/30/25,JPMORGAN CHASE BANK NA,COLUMBUS,OHIO,4136,516,11/9/22 7:10
ASA1133,N280AK,-118.487,34.6823,36325,BOEING,737-900ER,10/31/23,ALASKA AIRLINES INC,SEATTLE,WASHINGTON,6712,518,11/9/22 7:10
RCH605,N1006RM,-118.516,34.9451,26050,,,,,,,3545,543,11/9/22 7:20
NKS329,N905NK,-117.492,34.2994,29425,AIRBUS,A320-271N,12/31/25,WILMINGTON TRUST CO TRUSTEE,WILMINGTON,DELAWARE,2015,460,11/9/22 7:20
UAL622,N57864,-117.674,34.3603,124750,BOEING,757-33N,1/31/25,WELLS FARGO TRUST CO NA TRUSTEE,SALT LAKE CITY,UTAH,2010,493,11/9/22 7:20
SWA460,N7749B,-118.104,34.5735,22575,BOEING,737-7BD,9/30/23,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,2037,458,11/9/22 7:20
SKW3709,N295SY,-117.857,34.6077,20400,EMBRAER S A,ERJ 170-200 LR,4/30/25,SKYWEST AIRLINES INC,ST GEORGE,UTAH,1303,424,11/9/22 7:20
PCM8654,N790FE,-118.059,34.6247,10350,CESSNA,208B,5/31/25,FEDERAL EXPRESS CORPORATION,MEMPHIS,TENNESSEE,4752,460,11/9/22 7:20
PCM8683,N726FX,-118.227,34.7577,10350,CESSNA,208B,2/28/25,FEDERAL EXPRESS CORPORATION,MEMPHIS,TENNESSEE,4674,460,11/9/22 7:20
0,N72NG,-118.13,34.6267,3950,TEXTRON AVIATION INC,B300,5/31/25,NORTHROP GRUMMAN SYSTEMS CORP,EL SEGUNDO,CALIFORNIA,4610,460,11/9/22 7:30
FFT1985,N362FR,-117.601,34.7077,19600,AIRBUS,A320-251N,10/31/25,BANK OF UTAH TRUSTEE,SALT LAKE CITY,UTAH,4675,460,11/9/22 7:30
N555HM,N555HM,-118.572,34.526,35400,CESSNA,550,2/28/26,AIROPS II LLC,SALINAS,CALIFORNIA,6317,460,11/9/22 7:30
N460AB,N460AB,-118.478,34.8951,22850,PIPER,PA46-500TP,3/31/25,CROUSE AVIATION LLC,NAPA,CALIFORNIA,3353,281,11/9/22 7:30
ENY3655,N232NN,-117.582,34.6836,31325,EMBRAER,ERJ 170-200 LR,5/31/25,AMERICAN AIRLINES INC,FORT WORTH,TEXAS,1721,511,11/9/22 7:30
UPS2975,N422UP,-117.754,34.4904,15600,BOEING,757-24APF,11/30/24,UNITED PARCEL SERVICE CO,LOUISVILLE,KENTUCKY,6674,410,11/9/22 7:30
SWA1080,N287WN,-119.111,35.0404,38250,BOEING,737-7H4,2/29/24,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,7263,504,11/9/22 7:30
ASA1400,N852VA,-118.578,34.8623,35325,AIRBUS,A320-214,2/29/24,BANK OF UTAH TRUSTEE,SALT LAKE CITY,UTAH,3750,460,11/9/22 7:40
SWA1727,N746SW,-118.189,34.6065,18950,BOEING,737-7H4,10/31/23,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,7662,430,11/9/22 7:40
0,N77NG,-118.02,34.6239,3725,TEXTRON AVIATION INC,B300,5/31/25,NORTHROP GRUMMAN SYSTEMS CORP,EL SEGUNDO,CALIFORNIA,4656,196,11/9/22 7:40
N363AL,N363AL,-117.917,34.2203,35400,CESSNA,525B,11/30/23,NUNES COMPANY INC,SALINAS,CALIFORNIA,3654,470,11/9/22 7:40
AMF1902,N802BA,-118.043,34.6447,10275,BEECH,99,4/30/23,UAS TRANSERVICES INC,BOCA RATON,FLORIDA,4646,460,11/9/22 7:40
HAL31,N208HA,-117.537,34.5972,32300,AIRBUS,A321-271N,10/31/24,HAWAIIAN AIRLINES INC,HONOLULU,HAWAII,2033,534,11/9/22 7:50
AAL933,N313SB,-118.609,34.8518,33300,BOEING,737-8,2/28/25,BANK OF UTAH TRUSTEE,SALT LAKE CITY,UTAH,3676,511,11/9/22 7:50
SWA1663,N8699A,-118.489,34.43,31600,BOEING,737-8H4,10/31/25,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,6333,516,11/9/22 7:50
SWA2012,N8781Q,-117.937,34.5951,37400,BOEING,737-8,9/30/25,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,2473,516,11/9/22 7:50
ASA482,N481AS,-118.624,34.6694,35375,BOEING,737-990ER,8/31/24,ALASKA AIRLINES INC,SEATTLE,WASHINGTON,6603,511,11/9/22 7:50
N836EA,N836EA,-118.173,34.6071,7875,SOCATA,TBM 700,11/30/22,TBM AVIATION LLC,LONGVIEW,TEXAS,1675,460,11/9/22 7:50
UPS2989,N367UP,-117.771,34.4973,15850,BOEING,767-300F,9/30/25,C C & E I LLC,LOUISVILLE,KENTUCKY,3544,453,11/9/22 7:50
SWA3347,N7835A,-117.76,34.359,37450,BOEING,737-752,11/30/24,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,3721,460,11/9/22 7:50
N317SP,N317SP,-118.234,34.7466,14750,CIRRUS DESIGN CORP,SR22T,12/31/24,G4 INVESTMENTS CORP,RIO LINDA,CALIFORNIA,3204,460,11/9/22 8:00
N595TG,N595TG,-117.859,34.4939,23950,GULFSTREAM AEROSPACE CORP,GVI (G650),7/31/23,PLATINUM EQUITY LLC,BEVERLY HILLS,CALIFORNIA,7266,511,11/9/22 8:00
SWA2227,N8710M,-118.689,34.5867,40475,BOEING,737-8,9/30/23,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,7722,532,11/9/22 8:00
NKS264,N908NK,-118.05,34.6326,12525,AIRBUS,A320-271N,12/31/24,WILMINGTON TRUST CO TRUSTEE,WILMINGTON,DELAWARE,4753,460,11/9/22 8:00
N28VJ,N28VJ,-117.573,34.5351,16750,CIRRUS DESIGN CORP,SF50,5/31/25,N28VJ LLC,MIAMI,FLORIDA,4671,460,11/9/22 8:00
N532DG,N532DG,-118.023,34.5745,15175,CESSNA,P210N,10/31/25,RIO FARMS LLC,KING CITY,CALIFORNIA,3333,460,11/9/22 8:00
DAL1485,N3749D,-118.674,34.9288,38300,BOEING,737-832,8/31/23,DELTA AIR LINES INC,ATLANTA,GEORGIA,5746,527,11/9/22 8:00
HAL31,N208HA,-118.571,34.3883,32450,AIRBUS,A321-271N,10/31/24,HAWAIIAN AIRLINES INC,HONOLULU,HAWAII,2033,534,11/9/22 8:00
SWA875,N495WN,-118.792,34.2731,41300,BOEING,737-7H4,6/30/25,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,,460,11/9/22 8:10
SWA2350,N217JC,-118.621,34.5095,21600,BOEING,737-7H4,10/31/23,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,7630,460,11/9/22 8:10
SWA2338,N7732A,-118.721,34.4939,34750,BOEING,737-7BD,7/31/24,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,7710,460,11/9/22 8:10
SKW3427,N189SY,-118.549,34.5788,33025,EMBRAER S A,ERJ 170-200 LR,2/28/26,SKYWEST AIRLINES INC,ST GEORGE,UTAH,5741,511,11/9/22 8:10
UAL1018,N17265,-118.139,34.4977,31375,BOEING,737-8,11/30/24,WILMINGTON TRUST CO TRUSTEE,WILMINGTON,DELAWARE,3640,479,11/9/22 8:10
JSX551,N243JX,-118.121,34.6602,19050,EMBRAER,EMB-145LR,11/30/25,DELUX PUBLIC CHARTER LLC,DALLAS,TEXAS,5717,460,11/9/22 8:20
NKS76,N955NK,-117.656,34.3705,23725,AIRBUS,A320-271N,4/30/25,UMB BANK NA TRUSTEE,SALT LAKE CITY,UTAH,7364,463,11/9/22 8:20
N163M,N163M,-117.644,34.5387,45500,CESSNA,525C,5/31/25,DATA CENTER SERVICES LEASING LLC,SALEM,OREGON,1620,488,11/9/22 8:20
ASA145,N292AK,-117.839,34.6115,30650,BOEING,737-900ER,8/31/24,ALASKA AIRLINES INC,SEATAC,WASHINGTON,5747,541,11/9/22 8:20
LXJ430,N430FX,-117.973,34.6091,42850,EMBRAER S A,EMB-545,7/31/25,FLEXJET LLC,CLEVELAND,OHIO,1362,509,11/9/22 8:20
GAJ870,N870UP,-118.122,34.4105,27375,TEXTRON AVIATION INC,B300,6/30/25,WHEELS UP PARTNERS LLC,NEW YORK,NEW YORK,3233,327,11/9/22 8:20
EJM448,N448QS,-118.125,34.4252,21850,GULFSTREAM AEROSPACE,GIV-X (G450),5/31/25,NJI SALES INC,OKLAHOMA CITY,OKLAHOMA,7643,474,11/9/22 8:30
UAL1513,N779UA,-118.042,34.6272,34375,BOEING,777-222,4/30/25,UNITED AIRLINES INC,CHICAGO,ILLINOIS,2452,562,11/9/22 8:30
EJA576,N576QS,-117.954,34.689,20525,CESSNA,560XL,6/30/23,NETJETS SALES INC,OKLAHOMA CITY,OKLAHOMA,4730,460,11/9/22 8:30
N620FB,N620FB,-118.08,34.6452,22075,PILATUS AIRCRAFT LTD,PC-12/47E,4/30/24,CITY OF PHOENIX,PHOENIX,ARIZONA,4157,299,11/9/22 8:30
UAL1678,N78438,-117.817,34.3744,27325,BOEING,737-924ER,10/31/23,UNITED AIRLINES INC,CHICAGO,ILLINOIS,3266,525,11/9/22 8:30
N97BH,N97BH,-117.722,34.6912,21075,CESSNA,560,3/31/23,TS72 MANAGEMENT LLC,EL SEGUNDO,CALIFORNIA,5764,460,11/9/22 8:30
SWA2963,N762SW,-118.265,34.601,37500,BOEING,737-7H4,6/30/23,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,3764,500,11/9/22 8:40
N851GW,N851GW,-118.222,34.4187,21100,PILATUS AIRCRAFT LTD,PC-12/47E,6/30/25,TVPX AIRCRAFT SOLTIONS INC TRUSTEE,NORTH SALT LAKE,UTAH,3647,308,11/9/22 8:40
DRAG32,N1001GH,-117.822,34.9051,23350,,,,,,,47,460,11/9/22 8:40
ASA1443,N270AK,-118.574,34.5509,33400,BOEING,737-900ER,3/31/26,ALASKA AIRLINES INC,SEATTLE,WASHINGTON,1536,516,11/9/22 8:40
AMX622,N368AR,-118.574,34.6755,40450,BOEING,737-86J,7/31/25,WELLS FARGO TRUST CO NA TRUSTEE,SALT LAKE CITY,UTAH,2645,502,11/9/22 8:40
WITH49,N1002BV,-118.172,34.579,26325,,,,,,,7637,403,11/9/22 8:40
N251CF,N251CF,-117.901,34.5535,14225,BEECH,B200,6/30/24,BLACKHAWK MODIFICATIONS INC,WACO,TEXAS,,460,11/9/22 8:50
N17VA,N17VA,-118.299,34.4965,16275,BEECH,200,4/30/23,OPTIMAL AVIATION SERVICES LLC,VISALIA,CALIFORNIA,1040,460,11/9/22 8:50
N460PA,N460PA,-118.519,34.7644,12250,EMBRAER,EMB-120ER,8/31/23,PHOENIX EM120 LLC,WILMINGTON,DELAWARE,4715,460,11/9/22 8:50
JSX400,N253JX,-118.176,34.6061,8375,EMBRAER,EMB-135LR,7/31/25,BANK OF UTAH TRUSTEE,SALT LAKE CITY,UTAH,4112,460,11/9/22 8:50
LXJ522,N522FX,-118.017,34.5776,23075,BOMBARDIER INC,BD-100-1A10,4/30/25,FLEXJET LLC,CLEVELAND,OHIO,3751,481,11/9/22 8:50
LXJ92,N92FX,-117.847,34.6138,22800,BOMBARDIER INC,BD-700-1A10,11/30/24,FLEXJET LLC,CLEVELAND,OHIO,7341,410,11/9/22 8:50
JSX102,N257JX,-118.235,34.5033,16675,EMBRAER,EMB-135LR,11/30/25,DELUX PUBLIC CHARTER LLC,DALLAS,TEXAS,4636,460,11/9/22 9:00
EJA565,N565QS,-118.125,34.6183,11450,CESSNA,560XL,8/31/25,NETJETS SALES INC,COLUMBUS,OHIO,1630,460,11/9/22 9:00
DRAG32,N1001GH,-117.766,34.9168,23875,,,,,,,47,460,11/9/22 9:00
N334AM,N334AM,-118.449,34.49,21125,PILATUS AIRCRAFT LTD,PC-12/47E,8/31/24,AM3 LLC,FRESNO,CALIFORNIA,3714,315,11/9/22 9:00
SWA2152,N8665D,-118.472,34.9034,36350,BOEING,737-8H4,5/31/24,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,1633,520,11/9/22 9:00
SKW3312,N174SY,-118.271,34.7301,28325,EMBRAER S A,ERJ 170-200 LR,11/30/24,SKYWEST AIRLINES INC,ST GEORGE,UTAH,7257,511,11/9/22 9:00
PAT207,N1000XH,-118.671,34.5668,22100,,,,,,,1051,302,11/9/22 9:00
N1643H,N1643H,-118.221,34.469,8225,PIPER,PA-32-260,6/30/24,BUCHER MAX,NORTH HILLS,CALIFORNIA,1033,460,11/9/22 9:00
SKW5997,N246PS,-118.617,34.8937,28300,BOMBARDIER INC,CL-600-2B19,11/30/25,SKYWEST AIRLINES INC,ST GEORGE,UTAH,7734,509,11/9/22 9:00
N865NA,N865NA,-118.106,34.66,3500,BEECH,T-34C,10/31/23,NASA NEIL A ARMSTRONG FLIGHT RESEARCH CENTER,EDWARDS,CALIFORNIA,45,460,11/9/22 9:00
N923JE,N923JE,-118.027,34.6364,11800,DASSAULT AVIATION,FALCON 2000,5/31/25,UNDER PAR LLC,OVERLAND PARK,KANSAS,1745,481,11/9/22 9:10
N3117S,N3117S,-118.02,34.501,12250,PIPER,PA46-500TP,3/31/24,PURE AVIATION LEASING LLC,LAS VEGAS,NEVADA,4766,460,11/9/22 9:10
N2626B,N2626B,-118.228,34.6026,5875,BESCOBY FRANK A,VANS ACFT INC RV-9A,2/28/25,RODGERS PATTI,APPLE VALLEY,CALIFORNIA,4610,460,11/9/22 9:10
UAL450,N47414,-118.504,34.7756,33375,BOEING,737-924ER,4/30/25,UNITED AIRLINES INC,CHICAGO,ILLINOIS,3244,534,11/9/22 9:20
PCM8683,N726FX,-118.111,34.7623,11325,CESSNA,208B,2/28/25,FEDERAL EXPRESS CORPORATION,MEMPHIS,TENNESSEE,4614,460,11/9/22 9:20
EJA240,N240QS,-118.243,34.5533,15000,BOMBARDIER INC,CL-600-2B16(CL-604),9/30/24,NETJETS SALES INC,OKLAHOMA CITY,OKLAHOMA,7626,447,11/9/22 9:20
SKW5740,N167SY,-118.376,34.8472,24225,EMBRAER S A,ERJ 170-200 LR,12/31/25,SKYWEST AIRLINES INC,ST GEORGE,UTAH,3331,419,11/9/22 9:20
SWA2071,N278WN,-118.687,34.5463,36450,BOEING,737-7H4,10/31/23,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,2013,523,11/9/22 9:20
SWA1453,N8746Q,-118.19,34.7187,23525,BOEING,737-8,3/31/24,UMB BANK NA TRUSTEE,SALT LAKE CITY,UTAH,1736,479,11/9/22 9:20
ASA537,N913AK,-117.767,34.4955,14950,BOEING,737-9,2/29/24,ALASKA AIRLINES INC,SEATTLE,WASHINGTON,,460,11/9/22 9:20
SIS75,N750EC,-117.989,34.566,21150,CESSNA,750,7/31/25,RNW ENTERPRISES LLC,RENO,NEVADA,7201,525,11/9/22 9:30
TNKR167,N635AC,-118.235,34.6402,6900,BRITISH AEROSPACE,AVRO 146-RJ85A,7/31/25,AERO-FLITE INC,SPOKANE,WASHINGTON,7625,283,11/9/22 9:30
SKW4872,N509SY,-117.801,34.6015,20000,YABORA INDUSTRIA AERONAUTICA S,ERJ 170-200 LR,10/31/24,SKYWEST AIRLINES INC,ST GEORGE,UTAH,5707,421,11/9/22 9:30
DLX79,N579RS,-118.137,34.6155,10525,BOMBARDIER INC,CL-600-2B16,4/30/24,FRANCIS VICTOR LLC,DALLAS,TEXAS,2370,331,11/9/22 9:30
EJA628,N628QS,-118.24,34.7538,40500,TEXTRON AVIATION INC,680A,8/31/24,NETJETS SALES INC,OKLAHOMA CITY,OKLAHOMA,5720,467,11/9/22 9:30
SKW3509,N274SY,-118.354,34.5668,7875,EMBRAER S A,ERJ 170-200 LL,6/30/24,SKYWEST AIRLINES INC,ST GEORGE,UTAH,560,322,11/9/22 9:30
SWA1707,N8762Q,-118.661,34.4571,34525,BOEING,737-8,6/30/25,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,1644,527,11/9/22 9:30
LJY606,N606KG,-117.737,34.4026,47450,TEXTRON AVIATION INC,680,1/31/24,KEURIG GREEN MOUNTAIN INC,PLANO,TEXAS,7451,472,11/9/22 9:40
LN897MD,N897MD,-118.514,34.4653,35475,TEXTRON AVIATION INC,525,8/31/24,CORSAIR TWO LLC,HILLSBORO,OREGON,1613,407,11/9/22 9:40
SWA2130,N8522P,-117.467,34.6454,32425,BOEING,737-800,2/28/23,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,,525,11/9/22 9:40
SWA3358,N7811F,-117.995,34.5677,23250,BOEING,737-76N,3/31/25,AIRCRAFT MSN 28654 STATUTORY TRUST,SALT LAKE CITY,UTAH,3202,456,11/9/22 9:40
SWA2945,N754SW,-118.334,34.419,24175,BOEING,737-7H4,3/31/25,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,1323,504,11/9/22 9:50
SWA2369,N7873A,-118.674,34.4966,25000,BOEING,737-7Q8,10/31/24,WILMINGTON TRUST CO TRUSTEE,WILMINGTON,DELAWARE,5744,460,11/9/22 9:50
